organisation,fqdn,ip,san_dns_names,not_valid_before,not_valid_after,asn,asn_description,country,registrar,last_update_asn,last_update_asn_desc,subject_dn,issuer_dn,common_names
organisation,fqdn,ip,san_dns_names,not_valid_before,not_valid_after,asn,asn_description,country,registrar,last_update_asn,last_update_asn_desc,subject_dn,issuer_dn,common_names
Gemeente Bergen op Zoom,izaaksuite.bergenopzoom.nl,85.90.93.209,izaaksuite.bergenopzoom.nl,2022-11-10T00:00:00,2023-12-11T23:59:59,1126,"VANCIS Vancis Advanced ICT Services, EU",NL,ripencc,2004-11-08,1993-09-01,"CN=izaaksuite.bergenopzoom.nl,O=Gemeente Bergen op Zoom,ST=Noord-Brabant,C=NL,2.5.4.15=Government Entity,1.3.6.1.4.1.311.60.2.1.3=NL,2.5.4.5=20169091","CN=Sectigo RSA Extended Validation Secure Server CA,O=Sectigo Limited,L=Salford,ST=Greater Manchester,C=GB",izaaksuite.bergenopzoom.nl
Gemeente Bergen op Zoom,snelbaliepp.bergenopzoom.nl,194.53.75.202,snelbaliepp.bergenopzoom.nl,2022-11-28T00:00:00,2023-12-29T23:59:59,28878,"SIGNET-AS, NL",NL,ripencc,1993-07-19,2003-03-25,"CN=snelbaliepp.bergenopzoom.nl,O=Gemeente Bergen op Zoom,ST=Noord-Brabant,C=NL","CN=Sectigo RSA Organization Validation Secure Server CA,O=Sectigo Limited,L=Salford,ST=Greater Manchester,C=GB",snelbaliepp.bergenopzoom.nl
Gemeente Borne,zaalhuur.borne.nl,217.114.101.249,"zaalhuur.borne.nl,afspraken.borne.nl",2022-11-30T00:00:00,2023-11-29T23:59:59,47886,"EQUINIX-NL-ASN, NL",NL,ripencc,2001-01-25,2008-09-11,"CN=zaalhuur.borne.nl,O=Gemeente Borne,L=Borne,ST=Overijssel,C=NL,2.5.4.5=50450948,2.5.4.15=Government Entity,1.3.6.1.4.1.311.60.2.1.3=NL","CN=Trust Provider B.V. TLS RSA EV CA G2,O=Trust Provider B.V.,C=NL",zaalhuur.borne.nl
Gemeente Boxtel,belastingportaal-test.boxtel.nl,176.62.195.50,belastingportaal-test.boxtel.nl,2022-11-23T00:00:00,2023-11-23T23:59:59,8315,"SENTIA, NL",NL,ripencc,2011-06-09,2006-01-05,"CN=belastingportaal-test.boxtel.nl,O=Gemeente Boxtel,ST=Noord-Brabant,C=NL","CN=Sectigo RSA Organization Validation Secure Server CA,O=Sectigo Limited,L=Salford,ST=Greater Manchester,C=GB",belastingportaal-test.boxtel.nl
Gemeente Boxtel,belastingportaal.boxtel.nl,176.62.195.174,belastingportaal.boxtel.nl,2022-11-24T00:00:00,2023-11-24T23:59:59,8315,"SENTIA, NL",NL,ripencc,2011-06-09,2006-01-05,"CN=belastingportaal.boxtel.nl,O=Gemeente Boxtel,ST=Noord-Brabant,C=NL,2.5.4.15=Government Entity,1.3.6.1.4.1.311.60.2.1.3=NL,2.5.4.5=17278580","CN=Sectigo RSA Extended Validation Secure Server CA,O=Sectigo Limited,L=Salford,ST=Greater Manchester,C=GB",belastingportaal.boxtel.nl
Gemeente Brunssum,www.brunssum.nl,185.63.153.111,"www.brunssumsamenaanzet.nl,brunssumsamenaanzet.nl,noorderhuisbrunssum.nl,www.brunssum.nl,brunssum.nl,www.zwembaddebronspot.nl,zwembaddebronspot.nl,www.noorderhuisbrunssum.nl,www.onsbrunssum.nl,onsbrunssum.nl",2022-11-29T18:55:05,2023-11-29T18:55:05,12859,"NL-BIT BIT BV, NL",NL,ripencc,2014-07-11,1999-12-15,"CN=www.brunssum.nl,O=Gemeente Brunssum,L=Brunssum,ST=Limburg,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",www.brunssum.nl
Gemeente Brunssum,www.brunssumsamenaanzet.nl,185.63.153.111,"www.brunssumsamenaanzet.nl,brunssumsamenaanzet.nl,noorderhuisbrunssum.nl,www.brunssum.nl,brunssum.nl,www.zwembaddebronspot.nl,zwembaddebronspot.nl,www.noorderhuisbrunssum.nl,www.onsbrunssum.nl,onsbrunssum.nl",2022-11-29T18:55:05,2023-11-29T18:55:05,12859,"NL-BIT BIT BV, NL",NL,ripencc,2014-07-11,1999-12-15,"CN=www.brunssum.nl,O=Gemeente Brunssum,L=Brunssum,ST=Limburg,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",www.brunssum.nl
Gemeente Brunssum,www.noorderhuisbrunssum.nl,185.63.153.111,"www.brunssumsamenaanzet.nl,brunssumsamenaanzet.nl,noorderhuisbrunssum.nl,www.brunssum.nl,brunssum.nl,www.zwembaddebronspot.nl,zwembaddebronspot.nl,www.noorderhuisbrunssum.nl,www.onsbrunssum.nl,onsbrunssum.nl",2022-11-29T18:55:05,2023-11-29T18:55:05,12859,"NL-BIT BIT BV, NL",NL,ripencc,2014-07-11,1999-12-15,"CN=www.brunssum.nl,O=Gemeente Brunssum,L=Brunssum,ST=Limburg,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",www.brunssum.nl
Gemeente Brunssum,www.onsbrunssum.nl,185.63.153.111,"www.brunssumsamenaanzet.nl,brunssumsamenaanzet.nl,noorderhuisbrunssum.nl,www.brunssum.nl,brunssum.nl,www.zwembaddebronspot.nl,zwembaddebronspot.nl,www.noorderhuisbrunssum.nl,www.onsbrunssum.nl,onsbrunssum.nl",2022-11-29T18:55:05,2023-11-29T18:55:05,12859,"NL-BIT BIT BV, NL",NL,ripencc,2014-07-11,1999-12-15,"CN=www.brunssum.nl,O=Gemeente Brunssum,L=Brunssum,ST=Limburg,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",www.brunssum.nl
Gemeente Brunssum,www.zwembaddebronspot.nl,185.63.153.111,"www.brunssumsamenaanzet.nl,brunssumsamenaanzet.nl,noorderhuisbrunssum.nl,www.brunssum.nl,brunssum.nl,www.zwembaddebronspot.nl,zwembaddebronspot.nl,www.noorderhuisbrunssum.nl,www.onsbrunssum.nl,onsbrunssum.nl",2022-11-29T18:55:05,2023-11-29T18:55:05,12859,"NL-BIT BIT BV, NL",NL,ripencc,2014-07-11,1999-12-15,"CN=www.brunssum.nl,O=Gemeente Brunssum,L=Brunssum,ST=Limburg,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",www.brunssum.nl
Gemeente Capelle aan den IJssel,belastingbalie.capelleaandenijssel.nl,185.241.184.58,belastingbalie.capelleaandenijssel.nl,2022-11-10T10:01:08,2023-11-10T10:01:08,204754,"SYSACTIVE, NL",NL,ripencc,2018-01-16,2018-01-16,"CN=belastingbalie.capelleaandenijssel.nl,O=Gemeente Capelle aan den IJssel,L=Capelle aan den IJssel,ST=Zuid-Holland,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",belastingbalie.capelleaandenijssel.nl
Gemeente De Fryske Marren,formulieren.defryskemarren.nl,62.165.70.179,formulieren.defryskemarren.nl,2022-11-28T00:00:00,2023-11-28T23:59:59,20847,"PREVIDER-AS, NL",NL,ripencc,2001-09-25,2001-06-18,"CN=formulieren.defryskemarren.nl,O=Gemeente De Fryske Marren,ST=Friesland,C=NL,2.5.4.15=Government Entity,1.3.6.1.4.1.311.60.2.1.3=NL,2.5.4.5=59603925","CN=Sectigo RSA Extended Validation Secure Server CA,O=Sectigo Limited,L=Salford,ST=Greater Manchester,C=GB",formulieren.defryskemarren.nl
Gemeente De Ronde Venen,ondernemersloket.derondevenen.nl,37.200.85.19,ondernemersloket.derondevenen.nl,2022-11-25T16:00:12,2023-11-25T16:00:12,213208,"ROXIT, NL",NL,ripencc,2020-05-04,2020-05-20,"CN=ondernemersloket.derondevenen.nl,O=Gemeente De Ronde Venen,L=Mijdrecht,ST=Utrecht,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",ondernemersloket.derondevenen.nl
Gemeente De Ronde Venen,www.acceptatie.derondevenen.nl,37.200.85.35,"acceptatie.derondevenen.nl,burgerloket.acceptatie.derondevenen.nl,www.acceptatie.derondevenen.nl",2022-11-25T16:34:17,2023-11-25T16:34:17,213208,"ROXIT, NL",NL,ripencc,2020-05-04,2020-05-20,"CN=www.acceptatie.derondevenen.nl,O=Gemeente De Ronde Venen,L=Mijdrecht,ST=Utrecht,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",www.acceptatie.derondevenen.nl
Gemeente De Ronde Venen,www.derondevenen.nl,37.200.85.19,"derondevenen.nl,www.derondevenen.nl",2022-11-25T16:34:18,2023-11-25T16:34:18,213208,"ROXIT, NL",NL,ripencc,2020-05-04,2020-05-20,"CN=www.derondevenen.nl,O=Gemeente De Ronde Venen,L=Mijdrecht,ST=Utrecht,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",www.derondevenen.nl
Gemeente Dinkelland,dinkelland.nl,83.217.76.211,"dinkelland.nl,www.dinkelland.nl",2022-11-15T15:13:56,2023-11-15T15:13:56,34762,"COMBELL-AS, BE",BE,ripencc,2004-03-05,2005-03-31,"CN=dinkelland.nl,O=Gemeente Dinkelland,L=Denekamp,ST=Overijssel,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",dinkelland.nl
Gemeente Dinkelland,www.dinkelland.nl,83.217.76.211,"dinkelland.nl,www.dinkelland.nl",2022-11-15T15:13:56,2023-11-15T15:13:56,34762,"COMBELL-AS, BE",BE,ripencc,2004-03-05,2005-03-31,"CN=dinkelland.nl,O=Gemeente Dinkelland,L=Denekamp,ST=Overijssel,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",dinkelland.nl
Gemeente Doetinchem,formulieren.doetinchem.nl,62.165.70.183,formulieren.doetinchem.nl,2022-10-28T11:03:13,2023-10-28T11:03:13,20847,"PREVIDER-AS, NL",NL,ripencc,2001-09-25,2001-06-18,"ST=Gelderland,CN=formulieren.doetinchem.nl,O=Gemeente Doetinchem,L=Doetinchem,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",formulieren.doetinchem.nl
Gemeente Doetinchem,testformulieren.doetinchem.nl,62.165.70.183,testformulieren.doetinchem.nl,2022-10-28T11:14:00,2023-10-28T11:14:00,20847,"PREVIDER-AS, NL",NL,ripencc,2001-09-25,2001-06-18,"ST=Gelderland,CN=testformulieren.doetinchem.nl,O=Gemeente Doetinchem,L=Doetinchem,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",testformulieren.doetinchem.nl
Gemeente Drimmelen,woz-portaal.drimmelen.nl,213.214.121.187,woz-portaal.drimmelen.nl,2022-11-11T08:30:42,2023-11-11T08:30:42,8315,"SENTIA, NL",NL,ripencc,2003-03-12,2006-01-05,"CN=woz-portaal.drimmelen.nl,O=Gemeente Drimmelen,L=Made,ST=Noord-Brabant,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",woz-portaal.drimmelen.nl
Gemeente Drimmelen,www.drimmelen.nl,83.217.76.132,"drimmelen.nl,www.drimmelen.nl",2022-11-16T00:00:00,2023-11-16T23:59:59,34762,"COMBELL-AS, BE",BE,ripencc,2004-03-05,2005-03-31,"CN=drimmelen.nl,O=Gemeente Drimmelen,ST=Noord-Brabant,C=NL,2.5.4.15=Government Entity,1.3.6.1.4.1.311.60.2.1.3=NL,2.5.4.5=20164410","CN=Sectigo RSA Extended Validation Secure Server CA,O=Sectigo Limited,L=Salford,ST=Greater Manchester,C=GB",drimmelen.nl
Gemeente Dronten,dronten.nl,87.233.198.3,"openpub.dronten.nl,www.dronten.nl,openpdc.dronten.nl,dronten.nl",2022-11-08T15:38:36,2023-11-08T15:38:36,15703,"TRUESERVER-AS TrueServer BV AS number, NL",NL,ripencc,2005-07-07,2000-09-19,"CN=www.dronten.nl,O=Gemeente Dronten,L=Dronten,ST=Flevoland,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",www.dronten.nl
Gemeente Dronten,www.dronten.nl,87.233.198.3,"openpub.dronten.nl,www.dronten.nl,openpdc.dronten.nl,dronten.nl",2022-11-08T15:38:36,2023-11-08T15:38:36,15703,"TRUESERVER-AS TrueServer BV AS number, NL",NL,ripencc,2005-07-07,2000-09-19,"CN=www.dronten.nl,O=Gemeente Dronten,L=Dronten,ST=Flevoland,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",www.dronten.nl
Gemeente Dronten,afspraakmaken.dronten.nl,90.145.212.143,afspraakmaken.dronten.nl,2022-11-15T14:03:11,2023-11-15T14:03:11,29396,"EUROFIBER-UNET EUROFIBER, NL",NL,ripencc,2006-11-17,2003-08-28,"CN=afspraakmaken.dronten.nl,O=Gemeente Dronten,L=Dronten,C=NL,ST=Flevoland","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",afspraakmaken.dronten.nl
Gemeente Dronten,test.afspraakmaken.dronten.nl,90.145.212.144,test.afspraakmaken.dronten.nl,2022-11-15T14:12:58,2023-11-15T14:12:58,29396,"EUROFIBER-UNET EUROFIBER, NL",NL,ripencc,2006-11-17,2003-08-28,"CN=test.afspraakmaken.dronten.nl,O=Gemeente Dronten,L=Dronten,C=NL,ST=Flevoland","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",test.afspraakmaken.dronten.nl
Gemeente Dronten,grondwater.dronten.nl,185.52.3.8,"www.grondwater.dronten.nl,grondwater.dronten.nl",2022-11-28T11:45:28,2023-11-28T11:45:28,198203,"ASN-ROUTELABEL, NL",US,ripencc,2014-03-27,2011-11-08,"CN=grondwater.dronten.nl,O=Gemeente Dronten,L=Dronten,ST=Flevoland,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",grondwater.dronten.nl
Gemeente Eemsdelta,iburgerzaken.eemsdelta.nl,45.80.232.26,iburgerzaken.eemsdelta.nl,2022-11-23T13:23:15,2023-12-25T13:23:14,15879,"KPN-INTERNEDSERVICES KPN Internedservices, NL",NL,ripencc,2019-05-16,2000-10-26,"CN=iburgerzaken.eemsdelta.nl,O=Gemeente Eemsdelta,STREET=Wilhelminaweg 14,L=Appingedam,ST=Groningen,C=NL,1.3.6.1.4.1.311.60.2.1.3=NL,2.5.4.5=81425570,2.5.4.15=Government Entity","CN=GlobalSign Extended Validation CA - SHA256 - G3,O=GlobalSign nv-sa,C=BE",iburgerzaken.eemsdelta.nl
Gemeente Eemsdelta,ibzpink.eemsdelta.nl,45.80.232.23,ibzpink.eemsdelta.nl,2022-11-23T13:40:23,2023-12-25T13:40:22,15879,"KPN-INTERNEDSERVICES KPN Internedservices, NL",NL,ripencc,2019-05-16,2000-10-26,"CN=ibzpink.eemsdelta.nl,O=Gemeente Eemsdelta,STREET=Wilhelminaweg 14,L=Appingedam,ST=Groningen,C=NL,1.3.6.1.4.1.311.60.2.1.3=NL,2.5.4.5=81425570,2.5.4.15=Government Entity","CN=GlobalSign Extended Validation CA - SHA256 - G3,O=GlobalSign nv-sa,C=BE",ibzpink.eemsdelta.nl
Gemeente Eemsdelta,acceptatie.eemsdelta.nl,185.135.12.25,acceptatie.eemsdelta.nl,2022-11-23T13:53:18,2023-12-25T13:53:17,34762,"COMBELL-AS, BE",BE,ripencc,2016-01-19,2005-03-31,"CN=acceptatie.eemsdelta.nl,O=Gemeente Eemsdelta,STREET=Wilhelminaweg 14,L=Appingedam,ST=Groningen,C=NL,1.3.6.1.4.1.311.60.2.1.3=NL,2.5.4.5=81425570,2.5.4.15=Government Entity","CN=GlobalSign Extended Validation CA - SHA256 - G3,O=GlobalSign nv-sa,C=BE",acceptatie.eemsdelta.nl
Gemeente Eindhoven,rekentool.eindhovenduurzaam.nl,141.138.168.111,rekentool.eindhovenduurzaam.nl,2022-10-25T08:46:15,2023-10-25T08:41:00,20847,"PREVIDER-AS, NL",NL,ripencc,2011-07-01,2001-06-18,"CN=rekentool.eindhovenduurzaam.nl,O=Gemeente Eindhoven,L=Eindhoven,ST=Noord-Brabant,C=NL","CN=QuoVadis Global SSL ICA G2,O=QuoVadis Limited,C=BM",rekentool.eindhovenduurzaam.nl
Gemeente Gooise Meren,iburgerzaken.gooisemeren.nl,45.80.232.27,iburgerzaken.gooisemeren.nl,2022-11-23T00:00:00,2023-11-22T23:59:59,15879,"KPN-INTERNEDSERVICES KPN Internedservices, NL",NL,ripencc,2019-05-16,2000-10-26,"CN=iburgerzaken.gooisemeren.nl,O=Gemeente Gooise Meren,L=Bussum,ST=Noord-Holland,C=NL,2.5.4.5=64935345,2.5.4.15=Government Entity,1.3.6.1.4.1.311.60.2.1.3=NL","CN=DigiCert SHA2 Extended Validation Server CA,OU=www.digicert.com,O=DigiCert Inc,C=US",iburgerzaken.gooisemeren.nl
Gemeente Gooise Meren,ibzpink.gooisemeren.nl,45.80.232.23,ibzpink.gooisemeren.nl,2022-11-23T00:00:00,2023-11-22T23:59:59,15879,"KPN-INTERNEDSERVICES KPN Internedservices, NL",NL,ripencc,2019-05-16,2000-10-26,"CN=ibzpink.gooisemeren.nl,O=Gemeente Gooise Meren,L=Bussum,ST=Noord-Holland,C=NL,2.5.4.5=64935345,2.5.4.15=Government Entity,1.3.6.1.4.1.311.60.2.1.3=NL","CN=DigiCert SHA2 Extended Validation Server CA,OU=www.digicert.com,O=DigiCert Inc,C=US",ibzpink.gooisemeren.nl
Gemeente Haarlemmermeer,apps.haarlemmermeer.nl,31.161.51.29,apps.haarlemmermeer.nl,2022-11-29T00:00:00,2023-11-29T23:59:59,1136,"KPN KPN National, NL",NL,ripencc,2011-02-16,1993-09-01,"CN=apps.haarlemmermeer.nl,O=Gemeente Haarlemmermeer,ST=Noord-Holland,C=NL","CN=Sectigo RSA Organization Validation Secure Server CA,O=Sectigo Limited,L=Salford,ST=Greater Manchester,C=GB",apps.haarlemmermeer.nl
Gemeente Haarlemmermeer,formulieren.haarlemmermeer.nl,31.161.51.29,formulieren.haarlemmermeer.nl,2022-11-29T00:00:00,2023-11-29T23:59:59,1136,"KPN KPN National, NL",NL,ripencc,2011-02-16,1993-09-01,"CN=formulieren.haarlemmermeer.nl,O=Gemeente Haarlemmermeer,ST=Noord-Holland,C=NL","CN=Sectigo RSA Organization Validation Secure Server CA,O=Sectigo Limited,L=Salford,ST=Greater Manchester,C=GB",formulieren.haarlemmermeer.nl
Gemeente Halderberge,mijnzaken.halderberge.nl,3.66.182.8,mijnzaken.halderberge.nl,2022-11-18T15:33:58,2023-11-18T15:33:58,16509,"AMAZON-02, US",US,arin,2017-12-20,2000-05-04,"C=NL,ST=Noord-Brabant,L=Oudenbosch,O=Gemeente Halderberge,CN=mijnzaken.halderberge.nl","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",mijnzaken.halderberge.nl
Gemeente Halderberge,zaaksysteem-accept.halderberge.nl,3.66.182.8,zaaksysteem-accept.halderberge.nl,2022-11-29T13:15:46,2023-11-29T13:15:46,16509,"AMAZON-02, US",US,arin,2017-12-20,2000-05-04,"C=NL,ST=Noord-Brabant,L=Oudenbosch,O=Gemeente Halderberge,CN=zaaksysteem-accept.halderberge.nl","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",zaaksysteem-accept.halderberge.nl
Gemeente Het Hogeland,hethogeland.nl,90.145.221.254,hethogeland.nl,2022-11-14T09:34:30,2023-11-14T09:34:30,29396,"EUROFIBER-UNET EUROFIBER, NL",NL,ripencc,2006-11-17,2003-08-28,"CN=hethogeland.nl,O=Gemeente Het Hogeland,L=Winsum,ST=Groningen,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",hethogeland.nl
Gemeente Heusden,www.heusden.nl,83.96.245.48,"heusden.nl,www.heusden.nl",2022-11-28T13:23:33,2023-11-28T13:23:33,35470,"XL-AS, NL",NL,ripencc,2003-12-18,2006-11-29,"CN=www.heusden.nl,O=Gemeente Heusden,L=Vlijmen,ST=Noord-Brabant,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",www.heusden.nl
Gemeente Heusden,zwembaddieheygrave.nl,83.96.245.48,"www.zwembaddieheygrave.nl,zwembaddieheygrave.nl",2022-11-28T13:24:37,2023-11-28T13:24:37,35470,"XL-AS, NL",NL,ripencc,2003-12-18,2006-11-29,"CN=zwembaddieheygrave.nl,O=Gemeente Heusden,L=Vlijmen,ST=Noord-Brabant,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",zwembaddieheygrave.nl
Gemeente Hilversum,www.hilversum.nl,93.119.11.93,"www.hilversum.nl,hilversum.nl",2022-11-24T10:12:27,2023-11-24T10:12:27,20857,"TRANSIP-AS Amsterdam, the Netherlands, NL",NL,ripencc,2007-12-21,2001-06-20,"CN=www.hilversum.nl,O=Gemeente Hilversum,L=Hilversum,ST=Noord-Holland,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",www.hilversum.nl
Gemeente Hilversum,omgevingsvisie.hilversum.nl,5.22.248.122,"www.omgevingsvisie.hilversum.nl,omgevingsvisie.hilversum.nl",2022-11-24T10:34:10,2023-11-24T10:34:10,39704,"CJ2-AS, NL",NL,ripencc,2012-05-04,2006-04-12,"CN=omgevingsvisie.hilversum.nl,O=Gemeente Hilversum,L=Hilversum,ST=Noord-Holland,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",omgevingsvisie.hilversum.nl
Gemeente Hoeksche Waard,formulieren.gemeentehw.nl,87.233.198.198,"formulieren.gemeentehw.nl,www.formulieren.gemeentehw.nl",2022-11-09T00:00:00,2023-11-09T23:59:59,15703,"TRUESERVER-AS TrueServer BV AS number, NL",NL,ripencc,2005-07-07,2000-09-19,"CN=formulieren.gemeentehw.nl,O=Gemeente Hoeksche Waard,ST=Zuid-Holland,C=NL,2.5.4.15=Government Entity,1.3.6.1.4.1.311.60.2.1.3=NL,2.5.4.5=73544086","CN=Sectigo RSA Extended Validation Secure Server CA,O=Sectigo Limited,L=Salford,ST=Greater Manchester,C=GB",formulieren.gemeentehw.nl
Gemeente Hoeksche Waard,preprod-formulieren.gemeentehw.nl,87.233.83.55,"preprod-formulieren.gemeentehw.nl,www.preprod-formulieren.gemeentehw.nl",2022-11-09T00:00:00,2023-11-09T23:59:59,15703,"TRUESERVER-AS TrueServer BV AS number, NL",NL,ripencc,2005-07-07,2000-09-19,"CN=preprod-formulieren.gemeentehw.nl,O=Gemeente Hoeksche Waard,ST=Zuid-Holland,C=NL,2.5.4.15=Government Entity,1.3.6.1.4.1.311.60.2.1.3=NL,2.5.4.5=73544086","CN=Sectigo RSA Extended Validation Secure Server CA,O=Sectigo Limited,L=Salford,ST=Greater Manchester,C=GB",preprod-formulieren.gemeentehw.nl
Gemeente Hof van Twente,belastingen.hofvantwente.nl,213.214.121.187,belastingen.hofvantwente.nl,2022-11-29T09:52:50,2023-11-29T09:52:50,8315,"SENTIA, NL",NL,ripencc,2003-03-12,2006-01-05,"CN=belastingen.hofvantwente.nl,O=Gemeente Hof van Twente,L=Goor,ST=Overijssel,C=NL","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",belastingen.hofvantwente.nl
Gemeente Katwijk,bro.katwijk.nl,13.248.206.174,bro.katwijk.nl,2022-11-22T09:42:58,2023-11-22T09:42:58,16509,"AMAZON-02, US",US,arin,2018-07-11,2000-05-04,"C=NL,ST=Zuid-Holland,L=Katwijk,O=Gemeente Katwijk,CN=bro.katwijk.nl","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",bro.katwijk.nl
Gemeente Katwijk,bro.pre.katwijk.nl,75.2.77.150,bro.pre.katwijk.nl,2022-11-22T09:52:43,2023-11-22T09:52:43,16509,"AMAZON-02, US",US,arin,2018-01-10,2000-05-04,"C=NL,ST=Zuid-Holland,L=Katwijk,O=Gemeente Katwijk,CN=bro.pre.katwijk.nl","CN=certSIGN Enterprise CA Class 3 G2,OU=certSIGN Enterprise CA Class 3 G2,O=certSIGN,C=RO",bro.pre.katwijk.nl
Gemeente Koggenland,woz-portaal.koggenland.nl,213.214.121.187,woz-portaal.koggenland.nl,2022-11-10T08:34:37,2023-12-04T23:45:00,8315,"SENTIA, NL",NL,ripencc,2003-03-12,2006-01-05,"CN=woz-portaal.koggenland.nl,O=Gemeente Koggenland,L=De Goorn,ST=Noord-Holland,C=NL","CN=QuoVadis Global SSL ICA G2,O=QuoVadis Limited,C=BM",woz-portaal.koggenland.nl
Gemeente Leidschendam-Voorburg,loket-acc.leidschendam-voorburg.nl,217.119.229.66,loket-acc.leidschendam-voorburg.nl,2022-11-04T00:00:00,2023-11-04T23:59:59,16350,"ECHELON-AS Institutenweg 38, NL",NL,ripencc,2001-02-16,2001-03-08,"CN=loket-acc.leidschendam-voorburg.nl,O=Gemeente Leidschendam-Voorburg,ST=Zuid-Holland,C=NL,2.5.4.15=Government Entity,1.3.6.1.4.1.311.60.2.1.3=NL,2.5.4.5=27370940","CN=Sectigo RSA Extended Validation Secure Server CA,O=Sectigo Limited,L=Salford,ST=Greater Manchester,C=GB",loket-acc.leidschendam-voorburg.nl
Gemeente Losser,afspraakmaken.losser.nl,217.114.107.73,"afspraakmaken.losser.nl,afspraakmakentest.losser.nl",2022-11-15T00:00:00,2023-11-15T23:59:59,47886,"EQUINIX-NL-ASN, NL",NL,ripencc,2001-01-25,2008-09-11,"CN=afspraakmaken.losser.nl,O=Gemeente Losser,ST=Overijssel,C=NL","CN=Sectigo RSA Organization Validation Secure Server CA,O=Sectigo Limited,L=Salford,ST=Greater Manchester,C=GB",afspraakmaken.losser.nl
Gemeente Maastricht,vpn.spzl.nl,141.105.144.229,vpn.spzl.nl,2022-11-21T06:38:49,2023-11-21T06:33:00,57124,"GM-AS, NL",NL,ripencc,2011-06-28,2011-07-25,"CN=vpn.spzl.nl,O=Gemeente Maastricht,L=Maastricht,ST=Limburg,C=NL","CN=QuoVadis Global SSL ICA G2,O=QuoVadis Limited,C=BM",vpn.spzl.nl
Gemeente Midden-Delfland,mijn.middendelfland.nl,3.66.182.8,mijn.middendelfland.nl,2022-11-09T00:00:00,2023-11-09T23:59:59,16509,"AMAZON-02, US",US,arin,2017-12-20,2000-05-04,"CN=mijn.middendelfland.nl,O=Gemeente Midden-Delfland,ST=Zuid-Holland,C=NL","CN=Sectigo RSA Organization Validation Secure Server CA,O=Sectigo Limited,L=Salford,ST=Greater Manchester,C=GB",mijn.middendelfland.nl
